prov_id,names,owner,population
15306,Mérida,MEX,852926
15307,Campeche,MEX,229666
15309,Cárdenas,MEX,131842
15310,Villahermosa,MEX,492120
15311,Tuxtla Gutiérrez,MEX,572808
15313,San Cristóbal de las Casas,MEX,210903
15315,San Juan Bautista Tuxtepec,MEX,
15317,Oaxaca,MEX,
15320,Piedras Negras,MEX,115624
15322,Saltillo,MEX,735829
15323,Ramos Arizpe,MEX,89396
15324,Torreón,MEX,1363776
15327,Monterrey,MEX,4011151
15330,Aeropuerto Internacional de Monterrey; Monterrey International Airport,MEX,
15331,Guadalupe,MEX,
15333,Nuevo Laredo,MEX,316098
15334,Reynosa,MEX,616127
15335,Matamoros,MEX,518354
15336,Tampico,MEX,614281
15337,Ciudad Valles,MEX,115035
15339,San Luis Potosí,MEX,1005068
15342,Rioverde,MEX,72080
15344,Culiacán,MEX,671459
15346,Mazatlán,MEX,419192
15347,Los Mochis,MEX,252461
15348,Durango,MEX,548394
414,Soroca; Soroki,MLD,
565,Ungen'; Ungheni,MLD,
3724,Comrat; Komrat,MLD,
6600,Bel'tsy; Bălți,MLD,53610
11686,Căușeni; Kaushany,MLD,
11705,Orhei; Orkhey,MLD,
15123,Cahul; Kagul,MLD,
15124,Chișinău; Kishinyov,MLD,450581
15126,Aeroportul Internațional Chișinău; Chișinău International Airport; Kishinyov Mezhdunarodnyy Aeroport,MLD,
12003,Il-Belt Valletta; Valletta,MLT,366066
9821,Budva,MNT,
13856,Podgorica,MNT,152731
13857,Nikshic,MNT,52875
4751,Ölgii,MON,
7717,Sükhbaatar,MON,
10708,Choibalsan,MON,
12520,Khovd,MON,
12544,Uliastai,MON,
12612,Sainshand,MON,
12649,Murun; Mörön,MON,
12669,Dalanzadgad,MON,
12695,Ulaangom,MON,
14571,Baruun-Urt,MON,
14583,Altai,MON,
14585,Ulaanbaatar,MON,1634097
14587,Chinggis Khaan Olon Upsyn Nisėch Buudal; Ghengis Khan International Airport,MON,
14591,Choyr,MON,
14592,Baganuur,MON,
14593,Chinggis,MON,
14594,Darkhan,MON,
14597,Erdenet; Ėrdėnėt,MON,97743
14598,Tsetserleg; Tsėtsėrlėg,MON,
989,Taourirt; Tāwrirt,MRC,
1079,Khouribga; Khurībga,MRC,
1102,Aṣ-Ṣawīra; Essaouira,MRC,
1152,Midelt,MRC,
1207,Banī Mallāl; Beni Mellal,MRC,
4084,Khénifra; Ḵunayfira,MRC,
4097,Taza; Tāza,MRC,
4139,Kalaat Sraghna; Qal'at As-Sarāghna,MRC,
4920,Samara; Smāra,MRC,
4933,Al-Rāshīdiyya; Errachidia,MRC,
5012,Boujdour; Bouǧdour,MRC,
5046,Guelmim; Gulmīm,MRC,
7069,Ad-Dār Al-Bayḍā; Casablanca,MRC,
7100,Al-Khemisāt; Khemisset,MRC,
7215,Al-Nāẓūr; Nador,MRC,
9945,Tiṭwan; Tétouan,MRC,
10107,Ouarzazate; Warzāzāt,MRC,
10113,Al-'Arā'ish; Larache,MRC,
11943,Al-Jadīda; El Jadida,MRC,
12857,Tiznit; Tiznīt,MRC,
15243,Tan-Tan; Ṭānṭān,MRC,
15246,'Āsafi; Safi,MRC,
15250,Al-Dāchla; Dakhla,MRC,
15254,Al-'Uyūn; Laayoune,MRC,
15255,Laayoune Hassan I International Airport; Maṭār Al-'Uyūn Al-Dawli; Maṭār Al-'Uyūn Al-Ḥasan Al-Dawli,MRC,
15256,'Agādīr; Agadir,MRC,
15258,Marrakesh; Murrākuš,MRC,
15263,Maṭār Al-'Uyūn Muḥammad Al-Khāmis Al-Dawli; Mohamed V International Airport,MRC,
15264,Al-Muḥammadiyya; Mohammedia,MRC,
15266,Oujda; Wajda,MRC,
15267,Maknās; Meknes,MRC,
15268,Fez; Fās,MRC,
15270,Tangier; Ṭanjah,MRC,
15273,Ar-Ribāṭ; Rabat,MRC,
15274,Salé; Salā,MRC,
1988,Bluefields,NCG,
2075,Puerto Cabezas,NCG,
10728,Matagalpa,NCG,134380
12738,León,NCG,155985
15368,Managua,NCG,1436089
15369,Aeropuerto Internacional Augusto C. Sandino; Augusto C. Sandino International Airport,NCG,
11984,Kuzey Lefkoşa; Northern Nicosia; Vóreia Lefkosía,NCP,
907,Kumanovo,NMA,70031
11856,Bitola,NMA,59416
13837,Skopje,NMA,402733
4386,Butwal; Buṭavala,NPL,
4987,Birgunj; Vīraganja,NPL,90237
5310,Janakpur,NPL,
7374,Dhanagaḍhī; Dhangadhi,NPL,
12892,Biratnagar; Birāṭnagar,NPL,987897
15493,Kathmandu; Kāṭhamāḍauṁ,NPL,3862697
15495,Tribhuvan International Airport; Tribhuvana Antarrāṣṭriya Vimānasthala,NPL,
15499,Ghorahi; Ghōrāhī,NPL,
15502,Pokhara; Pōkharā,NPL,151399
391,Amsterdam,NRD,1223407
3211,Den Haag; The Hague,NRD,
3262,Breda,NRD,177734
6286,Zwolle,NRD,120061
6336,Leeuwarden,NRD,92944
6500,Venlo,NRD,
11318,Groningen,NRD,167782
11562,Maastricht,NRD,124921
14067,Almere,NRD,185506
14068,Nijmegen,NRD,190473
14070,Enschede,NRD,129372
14071,Almelo,NRD,74875
14072,Eindhoven,NRD,293438
14074,Rotterdam,NRD,
14077,Utrecht,NRD,519237
14078,Amsterdam Airport Schiphol; Luchthaven Schiphol,NRD,
14,Sandefjord,NWY,
21,Orkanger,NWY,
22,Hammerfest,NWY,
27,Fagernes,NWY,
53,Stavanger,NWY,205533
64,Vadsø,NWY,
91,Finnsnes,NWY,
122,Alver,NWY,
144,Ringerike,NWY,
179,Kongsvinger,NWY,
192,Narvik,NWY,
3021,Hamar,NWY,
3022,Stjørdal,NWY,
3059,Geilo,NWY,
3082,Skjervøy,NWY,
3088,Mo i Rana,NWY,
3090,Sunnfjord,NWY,
3171,Fredrikstad,NWY,52114
3183,Røros,NWY,
3188,Leikanger,NWY,
3192,Karmøy,NWY,
6038,Levanger,NWY,
6041,Namsos,NWY,
6042,Elverum,NWY,
6114,Dombås,NWY,
6118,Oppdal,NWY,
6176,Hå,NWY,
6187,Brønnøysund,NWY,
6214,Rognan,NWY,
9032,Vinstra,NWY,
9116,Kirkenes,NWY,
9126,Bodø,NWY,
9127,Ålesund,NWY,
9132,Steinkjer,NWY,
9196,Evje,NWY,
9204,Drammen,NWY,51726
9296,Kristiansand,NWY,
11028,Lillehammer,NWY,
11029,Skien,NWY,
11034,Båtsfjord,NWY,
11050,Tromsø,NWY,53615
11077,Alta,NWY,
11100,Molde,NWY,
11113,Tynset,NWY,
11151,Halden,NWY,
11157,Sortland,NWY,
11176,Arendal,NWY,
11184,Lillestrøm,NWY,
15109,Oslo,NWY,889573
15111,Oslo Airport; Oslo Lufthavn,NWY,
15114,Bergen,NWY,138237
15115,Trondheim,NWY,142104
15116,Harstad,NWY,
4993,Sohar; Ṣuḥār,OMA,139036
8020,Ja'alān Banī Bū 'Alī; Jalan Bani Buali,OMA,
10760,Sur; Ṣūr,OMA,
15804,Khasab; Khaṣab,OMA,
15807,,OMA,
15809,Masqaṭ; Muscat,OMA,734542
15810,Maṭār Masqaṭ Al-Dawli; Muscat International Airport,OMA,
15811,As-Sīb; Seeb,OMA,604497
15812,Nizwa; Nizwā,OMA,
17,Gnesen; Gniezno,POL,59444
243,Hohensalza; Inowrocław,POL,65095
266,Giżycko; Lötzen,POL,
334,Chojnice; Konitz,POL,
362,Danzig; Gdańsk,POL,398019
388,Piła; Schneidemühl,POL,
400,Augustów,POL,
402,Siedlce,POL,75113
417,Neusandez; Nowy Sącz,POL,71561
442,Tarnau; Tarnów,POL,71927
444,Schwiebus; Świebodzin,POL,
479,Kandrzin-Cosel; Kędzierzyn-Koźle,POL,
552,Glogau; Głogów,POL,
562,Ostrowiec Świętokrzyski,POL,
584,Wieluń,POL,
3230,Płock,POL,71016
3254,Suwałki,POL,67937
3434,Przemyśl,POL,54622
3438,Grünberg; Zielona Góra,POL,159472
3482,Petrikau; Piotrków Trybunalski,POL,50882
3544,Warsaw; Warschau; Warszawa,POL,1999986
3545,Legnica; Liegnitz,POL,77540
6236,Arnswalde; Choszczno,POL,
6282,Stetten; Szczecin,POL,311037
6375,Allenstein; Olsztyn,POL,148647
6390,Stargard; Stargard an der Ihna,POL,59566
6402,Elbing; Elbląg,POL,110758
6416,Kielce,POL,167460
6464,Gleiwitz; Gliwice,POL,97807
6485,Neisse; Nysa,POL,
6499,Mielec,POL,52872
6511,Radom,POL,176099
6558,Posen; Poznań,POL,531736
6595,Neusalz; Nowa Sól,POL,
9306,Neustettin; Szczecinek,POL,
9316,Ostrołęka,POL,
9346,Osterode; Ostróda,POL,
9361,Koszalin; Köslin,POL,94411
9400,Skierniewice,POL,
9412,Bielitz-Biala; Bielsko-Biała,POL,137192
9427,Krakau; Kraków,POL,723413
9452,Chełm,POL,51036
9508,Lodsch; Łódź,POL,
9511,Opole; Oppeln,POL,91438
9544,Zamość,POL,58691
9570,Breslau; Wrocław,POL,531845
11274,Łomża,POL,65068
11385,Wyszków,POL,
11386,Ełk; Lyck,POL,
11414,Waldenburg; Wałbrzych,POL,
11466,Biała Podlaska,POL,
11467,Częstochowa; Tschenstochau,POL,163595
11478,Gorzów Wielkopolski; Landsberg,POL,96212
11492,Żyrardów,POL,
11507,Stalowa Wola,POL,54025
11515,Konin,POL,
11558,Kalisch; Kalisz,POL,82185
13205,Katowice; Kattowitz,POL,879406
13939,Flughafen Danzig; Lech Wałęsa Airport; Lotnisko im. Lecha Wałęsy,POL,
13942,Gdingen; Gdynia,POL,216994
13943,Dirschau; Tczew,POL,57325
13944,Stolp; Słupsk,POL,82930
13947,Leslau; Włocławek,POL,72910
13948,Thorn; Toruń,POL,176296
13949,Bromberg; Bydgoszcz,POL,269011
13951,Białystok,POL,299386
13955,Flughafen Warschau; Lotnisko Chopina Warszawa; Warsaw Chopin Airport,POL,
13960,Lublin,POL,304641
13974,Leszno; Lissa,POL,57192
13982,Dombrowa; Dąbrowa Górnicza,POL,
13986,Flughafen Krakau; John Paul II Airport; Lotnisko Jana Pawła II,POL,
13988,Zakopane,POL,
13989,Rzeszów,POL,197420
724,Villa Real,POR,
924,Santarem,POR,
3861,Caldas da Rainha,POR,
3892,Bragança,POR,
3926,Portalegre,POR,
3969,Castelo Branco,POR,
6818,Viseu,POR,
6880,Faro,POR,
6924,Aveiro,POR,
6933,Évora,POR,
9787,Coimbra,POR,
9817,Porto,POR,1060250
11673,Braga,POR,93376
11805,Lisboa; Lisbon,POR,1974574
14493,Aeroporto Humberto Delgado; Humberto Delgado Airport,POR,
14495,Setúbal,POR,99295
14496,Portimão,POR,
517,Qingyang; Qìngyáng,PRC,56809
531,Longnan; Lǒngnán,PRC,123692
556,Dingxi; Dìngxī,PRC,110323
814,Pingquan; Píngquán,PRC,94823
881,Luanping; Luánpíng,PRC,
900,Zunhua; Zūnhuà,PRC,169536
916,Changtu; Chāngtú,PRC,89349
930,Changling; Chánglĭng,PRC,58658
934,Chaoyang; Cháoyáng,PRC,448412
944,Yanji; Yánjí,PRC,426296
1001,Baoying; Băoyīng,PRC,
1004,Yuzhou; Yŭzhōu,PRC,245470
1006,Changting; Chángtīng,PRC,119482
1018,Qinzhou; Qīnzhōu,PRC,193678
1029,Ganyu; Gànyú,PRC,194501
1038,Nada; Nàdà,PRC,
1047,Guangzhou; Guăngzhōu,PRC,42987704
1053,Yudu; Yúdū,PRC,223353
1069,Jinan; Jìnán,PRC,3824875
1070,Qionghai; Qiónghǎi,PRC,146854
1076,Xinyi; Xīnyí,PRC,197050
1083,Anqing; Ānqìng,PRC,469919
1084,Binzhou; Bīnzhōu,PRC,696958
1089,Taixing; Tàixīng,PRC,466711
1094,Fuan; Fú'ān,PRC,356776
1099,Maanshan; Mă'ānshān,PRC,1071589
1104,Longkou; Lóngkŏu,PRC,
1110,Nancheng; Nánchéng,PRC,137937
1120,Shaoguan; Sháoguān,PRC,451567
1121,Suining; Suīníng,PRC,
1125,Huangshan; Huángshān,PRC,372354
1131,Gaozhou; Gāozhōu,PRC,515770
1137,Yuxian; Yùxiàn,PRC,86310
1138,Shaowu; Shàowŭ,PRC,105235
1139,Jiaozuo; Jiāozuò,PRC,723575
1146,Chuzhou; Chúzhōu,PRC,295742
1150,Dailan; Dàlián,PRC,3599519
1153,Jingdezhen; Jĭngdézhèn,PRC,460993
1161,Lingbi; Língbì,PRC,122748
1162,Heyuan; Héyuán,PRC,466335
1166,Minhou; Mĭnhòu,PRC,80161
1168,Wenling; Wēnlĭng,PRC,339655
1169,Weixian; Wèixiàn,PRC,
1187,Yunfu; Yúnfú,PRC,207901
1195,Yongkang; Yŏngkāng,PRC,373295
1203,Xinzhou; Xīnzhōu,PRC,229257
1474,Tongren; Tóngrén,PRC,255612
1489,Zhangbei; Zhāngbĕi,PRC,101319
1571,Qitaihe; Qītáihé,PRC,90592
1575,Yuncheng; Yùnchéng,PRC,
1597,Laibin; Láibīn,PRC,260628
1603,Luanchuan; Luánchuān,PRC,89924
1612,Jingmen; Jīngmén,PRC,159550
1625,Longlin; Lónglín,PRC,
1627,Baicheng; Báichéng,PRC,298421
1630,Baiyin; Báiyín,PRC,222677
1640,Liuyang; Liúyáng,PRC,456892
1647,Pingliang; Píngliàng,PRC,461066
1708,Chöchek; Tacheng; Tǎchéng,PRC,105710
1732,Hegang; Hègăng,PRC,504410
1776,Oroqen; Orčonu; Èlúnchūn,PRC,
1844,Karamay; Kèlāmǎyī; Qaramay,PRC,311815
1884,Xingyi; Xīngyì,PRC,212962
1918,Maerkang; Mǎ'ěrkāng,PRC,
1933,Tianshui; Tiānshuǐshì,PRC,584189
1959,Wuhai; Wūhǎi; Üqai,PRC,162776
1985,Haiyuan; Hǎiyuán,PRC,66365
2014,Rìkāzé; Shigatse; Xigazê,PRC,56970
2015,Shāchē; Yarkand; Yarkent,PRC,165031
2028,Jiuquan; Jiǔquán,PRC,181625
2067,Xichang; Xīchāng,PRC,281791
3427,Ejin Horo; Ejin Qoroga; Yījīnhuòluò,PRC,
3783,Wafangdian; Wăfángdiàn,PRC,319394
3814,Lingyuan; Língyuán,PRC,170997
3815,Jixi; Jīxī,PRC,413446
3828,Aohan; Auqan; Áohàn,PRC,
3830,Qian'an; Qiān'ān,PRC,190878
3877,Tongliao; Tüngliyou; Tōngliáo,PRC,498536
3881,Jinzhou; Jĭnzhōu,PRC,854828
3888,Meihekou; Méihékŏu,PRC,223906
3895,Benxi; Bĕnxī,PRC,773946
3900,Changli; Chānglí,PRC,124655
3913,Liaoyuan; Liáoyuán,PRC,328966
3932,Huadian; Huàdiàn,PRC,130717
3934,Fuxin; Fùxīn,PRC,522330
3947,Dunhua; Dūnhuà,PRC,201611
3970,Fengcheng; Fèngchéng,PRC,
4009,Zaoyang; Zăoyáng,PRC,155165
4032,Hengshui; Héngshuĭ,PRC,742818
4053,Shanghang; Shàngháng,PRC,72050
4058,Wuan; Wŭ'ān,PRC,204431
4066,Taikang; Tàikāng,PRC,86916
4070,Pucheng; Pŭchéng,PRC,60883
4074,Xingxian; Xīngxiàn,PRC,115918
4077,Baise; Bǎisè,PRC,119254
4079,Mengcheng; Mĕngchéng,PRC,120365
4082,Binhai; Bīnhăi,PRC,
4083,Fengcheng; Fēngchéng,PRC,
4091,Rugao; Rúgāo,PRC,139223
4093,Zhuozhou; Zhuōzhōu,PRC,157065
4105,Xuancheng; Xuānchéng,PRC,427032
4123,Baoying; Băoyīng,PRC,
4125,Yongzhou; Yǒngzhōu,PRC,416168
4130,Tianmen; Tiānmén,PRC,402718
4144,Hebi; Hèbì,PRC,238324
4156,Yongxin; Yŏngxīn,PRC,
4157,Zhucheng; Zhūchéng,PRC,
4169,Ningde; Níngdé,PRC,350783
4173,Ningguo; Níngguó,PRC,374587
4174,Xiaoyi; Xiàoyì,PRC,165448
4185,Poyang; Póyáng,PRC,188396
4186,Laiyang; Láiyáng,PRC,265847
4190,Xinji; Xīnjí,PRC,204940
4192,Xuanwei; Xuānwēi,PRC,382363
4196,Fuzhou; Fúzhōu,PRC,
4203,Jinzhai; Jīnzhài,PRC,
4205,Rongcheng; Róngchéng,PRC,174923
4208,Fuping; Fùpíng,PRC,
4503,Nongan; Nóng'ān,PRC,112174
4504,Liupanshui; Liùpánshuǐ,PRC,924182
4519,Dengzhou; Dèngzhōu,PRC,1095052
4547,Xichuan; Xīchuān,PRC,127044
4551,Tongjiang; Tóngjiāng,PRC,76727
4572,Gongzhuling; Gōngzhŭlĭng,PRC,196813
4592,Suihua; Suíhuà,PRC,289983
4606,Jiyuan; Jìyuán,PRC,405860
4619,Xianning; Xiánníng,PRC,276077
4633,Songyuan; Sōngyuán,PRC,218036
4634,Hongdong; Hóngdòng,PRC,
4642,Siping; Sìpíng,PRC,508075
4682,Aral; Ālā'ěr,PRC,65117
4783,Ejen; Ejin; Éjǐnà,PRC,
4823,Altay; Ālètài,PRC,63646
4925,Chengdu; Chéngdū,PRC,5609627
4964,Yushu; Yùshù; Yüshu,PRC,
5007,Weinan; Wèinán,PRC,273989
5025,Guyuan; Gùyuán,PRC,
5031,Alaša Barayun; Alxa Right; Ālāshàn Yòu,PRC,
5048,Dazhou; Dázhōu,PRC,771803
5092,Shangluo; Shāngluò,PRC,110703
5100,Zhangye; Zhāngyè,PRC,198224
6828,Laiyuan; Láiyuán,PRC,99405
6837,Huludao; Húlúdăo,PRC,497401
6851,Anshan; Ānshān,PRC,1495743
6860,Kuandian; Kuāndiàn,PRC,91876
6868,Qingyuan; Qīngyuán,PRC,
6905,Fusong; Fŭsōng,PRC,
6932,Sanmexia; Sānménxiá,PRC,237530
6937,Weichang; Wéichăng,PRC,74299
6951,Xinmin; Xīnmín,PRC,193801
6969,Xinglong; Xīnglóng,PRC,50721
6981,Dandong; Dāndōng,PRC,714738
6999,Chongqing; Chóngqìng,PRC,8449690
7004,Dayu; Dàyú,PRC,80228
7014,Shanghai; Shànghăi,PRC,30678616
7019,Fangxian; Fángxiàn,PRC,57912
7025,Peixian; Pèixiàn,PRC,154588
7027,Huian; Huì'ān,PRC,325256
7035,Susong; Sùsōng,PRC,100719
7054,Guixi; Guìxī,PRC,
7055,Xintai; Xīntài,PRC,236800
7058,Ninghai; Nínghăi,PRC,
7067,Lufeng; Lùfēng,PRC,310570
7071,Xiamen; Xiàmén,PRC,
7089,Gaomi; Gāomì,PRC,599934
7092,Qinghe; Qīnghé,PRC,141229
7097,Xiangtan; Xiāngtán,PRC,102212
7099,Longyan; Lóngyán,PRC,392112
7101,Changde; Chángdé,PRC,603681
7105,Laizhou; Láizhōu,PRC,279120
7108,Huizhou; Huìzhōu,PRC,1061952
7120,Yixing; Yíxīng,PRC,452718
7129,Caoxian; Cáoxiàn,PRC,209734
7137,Nanning; Nánníng,PRC,3695575
7146,Linhai; Línhăi,PRC,343381
7158,Ulagančab; Ulanqab; Wūlánchábù,PRC,272964
7191,Hangzhou; Hángzhōu,PRC,6387064
7199,Xingguo; Xīngguó,PRC,168176
7210,Wuzhou; Wúzhōu,PRC,370101
7222,Dingyuan; Dìngyuăn,PRC,131594
7240,Suining; Suìníng,PRC,
7256,Guangyuan; Guǎngyuán,PRC,441909
7279,Zhangjiajie; Zhāngjiājiè,PRC,163528
7294,Panzhihua; Pānzhīhuā,PRC,292350
7314,Yulin; Yúlín,PRC,
7418,Ankang; Ānkāng,PRC,807066
7523,Yushu; Yúshù,PRC,
7526,Bayan; Bāyàn,PRC,
7540,Shangcai; Shàngcài,PRC,169321
7545,Shangdu; Shāngdū; Šangdu,PRC,61146
7549,Kaili; Kǎilǐ,PRC,386453
7568,Tongbai; Tóngbǎi,PRC,82568
7571,Linfen; Línfén,PRC,1090241
7575,Ongnigud; Ongniud; Wēngniútè,PRC,63234
7580,Suizhou; Suízhōu,PRC,249979
7591,Wuchang; Wŭcháng,PRC,164689
7596,Badong; Bādōng,PRC,
7625,Xiaogan; Xiàogăn,PRC,812534
7637,Wuxue; Wŭxué,PRC,199876
7702,Kucha; Kuqa; Kùchē,PRC,158060
7767,Tieli; Tiĕlì,PRC,74235
7832,Heihe; Hēihé,PRC,131222
7866,Bole; Bólè; Börtala,PRC,
7894,Jalan Ayil; Zalantun; Zhālántún,PRC,117266
7949,Tumshuq; Tumxuk; Túmùshūkè,PRC,
7971,Yumen; Yùmén,PRC,
7976,Baoshan; Bǎoshān,PRC,66212
8041,Línzhī; Nyingchi,PRC,
8049,Tongchuan; Tóngchuān,PRC,130607
8072,Zhushan; Zhúshān,PRC,54621
8081,Wuzhong; Wúzhōng,PRC,245268
9759,Tonghua; Tōnghuà,PRC,316018
9768,Fengning; Fēngníng,PRC,62946
9781,Liaoyang; Liáoyáng,PRC,640795
9803,Baishan; Báishān,PRC,596610
9843,Beijing Capital International Airport; Běijīng Shǒudū Guójì Jīchǎng,PRC,
9854,Zhuanghe; Zhuānghé,PRC,132632
9873,Ningcheng; Ningčėng; Níngchéng,PRC,80595
9897,Wangqing; Wāngqīng,PRC,80912
9905,Qinhuangdao; Qínhuángdăo,PRC,727667
9913,Jiahoe; Jiāohé,PRC,131614
9934,Anlu; Ānlù,PRC,341145
9937,Linquan; Línquán,PRC,173937
9939,Sinan; Sīnán,PRC,
9944,Jiangshan; Jiāngshān,PRC,59933
9953,Dafeng; Dàfēng,PRC,138525
9956,Lanling; Lánlíng,PRC,215497
9963,Yangjiang; Yángjiāng,PRC,490069
9969,Bazhou; Bàzhōu,PRC,134472
9972,Longquan; Lóngquán,PRC,76470
9974,Zhoushan; Zhōushān,PRC,55248
9978,Puning; Pŭníng,PRC,
9982,Chenzhou; Chēnzhōu,PRC,617070
9984,Fuzhou; Fŭzhōu,PRC,
9987,Shenxian; Shēnxiàn,PRC,111749
9995,Huaibei; Huáibĕi,PRC,886634
9997,Lianzhou; Liánzhōu,PRC,138395
10000,Qingdao; Qīngdăo,PRC,3682893
10004,Fangchenggang; Fángchénggǎng,PRC,
10006,Jishou; Jíshǒu,PRC,190543
10008,Tianchang; Tiāncháng,PRC,115627
10012,Wuyishan; Wŭyíshān,PRC,84944
10017,Tongcheng; Tóngchéng,PRC,117455
10022,Renqiu; Rènqiū,PRC,373140
10042,Nanping; Nánpíng,PRC,
10043,Tengzhou; Téngzhōu,PRC,1033769
10053,Pingshan; Píngshān,PRC,88929
10058,Taizhou; Táizhōu,PRC,
10068,Binhai; Bīnhǎi,PRC,
10069,Fuding; Fúdĭng,PRC,95283
10072,Dongping; Dōngpíng,PRC,112726
10076,Changshu; Chángshú,PRC,795441
10079,Bozhou; Bózhōu,PRC,627970
10084,Ninghua; Nínghuà,PRC,67800
10093,Zhangpu; Zhāngpŭ,PRC,107312
10095,Xinghua; Xīnghuà,PRC,429553
10101,Changxiang; Chángxīng,PRC,61835
10112,Ruijin; Ruìjīn,PRC,211192
10119,Dezhou; Dézhōu,PRC,459282
10257,Hanzhong; Hànzhōng,PRC,371212
10304,Fuling; Fúlíng,PRC,
10367,Luliang; Lǚliáng,PRC,87888
10377,Shaoyang; Shàoyáng,PRC,95963
10397,Chicheng; Chìchéng,PRC,
10413,Jinghong; Jǐnghóng,PRC,95370
10431,Hechi; Héchí,PRC,91277
10446,Gushi; Gùshĭ,PRC,188007
10451,Ordos; È'ěrduōsī; Ôrdôs,PRC,162978
10462,Macheng; Máchéng,PRC,136894
10463,Jiamusi; Jiāmùsī,PRC,705051
10474,Gucheng; Gŭchéng,PRC,115583
10501,Ji'an; Jí'ān,PRC,248029
10503,Shangzhi; Shàngzhì,PRC,114330
10519,Shuangyashan; Shuāngyāshān,PRC,224673
10612,Manjur; Manjuur; Mănzhōulĭ,PRC,213243
10614,Turpan; Tǔlǔfān,PRC,
10616,Anshun; Ānshùn,PRC,582993
10629,Bayannagur; Bayannur; Bāyànnào'ĕr,PRC,270742
10698,Yuchun; Yīchūn,PRC,
10763,Bijie; Bìjíe,PRC,533543
10834,Golmud; Gé'ěrmù,PRC,238704
10841,Ya'an; Yǎ'ān,PRC,376578
10863,Mangshi; Mángshì,PRC,
11771,Shenyang; Shĕnyáng,PRC,6175250
11801,Chengde; Chéngdé,PRC,131203
11808,Tieling; Tiĕlĭng,PRC,183324
11822,Caofeidian; Cáofēidiàn,PRC,56120
11862,Antu; Āntú,PRC,56129
11886,Suizhong; Suízhōng,PRC,91626
11906,Mudanjiang; Mŭdānjiāng,PRC,758112
11913,Nanjing; Nánjīng,PRC,78589
11920,Quzhou; Qúzhōu,PRC,959819
11928,Qidong; Qĭdōng,PRC,404692
11933,Puyang; Púyáng,PRC,871559
11937,Tongling; Tónglíng,PRC,363353
11945,Xinfeng; Xìnfēng,PRC,104523
11947,Lishui; Lìshuĭ,PRC,468870
11962,Linqing; Línqīng,PRC,282112
11963,Basuo; Bāsuǒ,PRC,
11980,Cangzhou; Cāngzhōu,PRC,635841
11983,Yulin; Yùlín,PRC,
11988,Xiushui; Xiūshuĭ,PRC,106401
11991,Zhuji; Zhūjì,PRC,522884
12012,Xiangcheng; Xiàngchéng,PRC,231203
12015,Pingyi; Píngyì,PRC,169009
12017,Huaihua; Huáihuà,PRC,
12030,Ningdu; Níngdū,PRC,159642
12045,Laiwu; Láiwú,PRC,369299
12052,Kunshan; Kūnshān,PRC,
12061,Lujiang; Lújiāng,PRC,140133
12067,Sheyang; Shèyáng,PRC,152273
12069,Yuncheng; Yùnchéng,PRC,
12078,Yangquan; Yángquán,PRC,465981
12084,Anxi; Ānxī,PRC,184535
12086,Gong'an; Gōng'ān,PRC,123573
12119,Artush; Atush; Ātúshí,PRC,120961
12141,Leshan; Lèshān,PRC,728228
12262,Puer; Pǔ'ěr,PRC,
12274,Bazhong; Bāzhōng,PRC,
12310,Loudi; Lóudǐ,PRC,686965
12327,Jinchang; Jīnchāng,PRC,144055
12342,Fujin; Fùjĭn,PRC,263095
12344,Jincheng; Jìnchéng,PRC,921145
12348,Siliyin hota; Xilinhot; Xīlínhàotè,PRC,290629
12356,Yan'an; Yán'ān,PRC,401686
12408,Yunxi; Yúnxī,PRC,58817
12414,Enshi; Ēnshī,PRC,625489
12448,Erenhot; Eriyen Qota; Èrliánhàotè,PRC,116563
12467,Xiantao; Xiāntáo,PRC,278585
12469,Holingol; Huòlínguōlè; Qoolin Gool,PRC,
12478,Kailu; Kāilŭ; Ḵayilü,PRC,
12537,Gegen Gool; Genhe; Gēnhé,PRC,
12618,Nenjiang; Nènjiāng,PRC,137649
12705,Zigong; Zìgòng,PRC,414628
12706,Otog; Ètuōkè,PRC,
12776,Wuwei; Wǔwēi,PRC,100155
12797,Wushan; Wǔshān,PRC,79422
12815,Maqin; Maqên; Mǎqìn,PRC,
12820,Dunhuang; Dūnhuáng,PRC,
12841,Zhaotong; Zhāotōng,PRC,295990
13150,Hulunbuir; Hūlúnbèi'ĕr; Kölön Buyir,PRC,210423
14637,Chamdo; Chāngdū; Qamdo,PRC,
14638,Lhasa; Lāsà,PRC,273179
14642,Nagqu; Nàqū,PRC,50126
14657,Kashgar; Kāshí; Qeshqer,PRC,498252
14658,Aksu; Aqsu; Ākèsū,PRC,293005
14661,Hotan; Hétián; Xoten,PRC,216546
14662,Makit; Mekit; Màigàití,PRC,
14667,,PRC,
14670,Wūlǔmùqí Tiānshān Guójìjīchǎng; Ürümchi Tianshan Xelqara Ayroporti; Ürümqi Tianshan International Airport,PRC,
14671,Changji; Chāngjí; Sanji,PRC,
14672,Ghulja; Yining; Yīníng,PRC,
14673,Korla; Kù'ěrlè,PRC,871121
14674,Shuozhou; Shuòzhōu,PRC,324877
14676,Hami; Hāmì; Qumul,PRC,252812
14680,Lijiang; Lìjiāng,PRC,150969
14685,Kunming; Kūnmíng,PRC,3218010
14686,Kunming International Airport; Kūnmíng Chángshuǐ Guójì Jīchǎng,PRC,
14690,Dali; Dàlǐ,PRC,89851
