Name,country,population,Oblast,date
Ruzajevka [Ruzayevka],russia,47523,mordovia,2010-10-04
Saransk,russia,297415,mordovia,2010-10-04
Staroje Šajgovo [Staroye Shaygovo],russia,5185,mordovia,2010-10-04
Tatarskaja Pišlja [Tatarskaya Pishlya],russia,3271,mordovia,2010-10-04
Temnikov,russia,7243,mordovia,2010-10-04
Ten'guševo [Tengushevo],russia,4230,mordovia,2010-10-04
Torbejevo [Torbeyevo],russia,9373,mordovia,2010-10-04
Turgenevo,russia,5260,mordovia,2010-10-04
Umët,russia,2822,mordovia,2010-10-04
Zubova Poljana [Zubova Polyana],russia,10338,mordovia,2010-10-04
Alabuševo [Alabushevo],russia,2994,moscow,2010-10-04
Andrejevka [Andreyevka],russia,10008,moscow,2010-10-04
Aničkovo [Anichkovo],russia,...,moscow,2010-10-04
Aprelevka,russia,18349,moscow,2010-10-04
Archangel'skoje [Arkhangelskoye],russia,4443,moscow,2010-10-04
Ašukino [Ashukino],russia,9942,moscow,2010-10-04
Atepcevo [Ateptsevo],russia,3259,moscow,2010-10-04
Avsjunino [Avsyunino],russia,4947,moscow,2010-10-04
Balašicha [Balashikha; incl. Zheleznodorozhny],russia,346751,moscow,2010-10-04
Beloomut,russia,6558,moscow,2010-10-04
Beloozërskij [Beloozyorsky],russia,17842,moscow,2010-10-04
Biokombinata,russia,4604,moscow,2010-10-04
Bobrovo,russia,130,moscow,2010-10-04
Bogorodskoje [Bogorodskoye],russia,9108,moscow,2010-10-04
Bol'ševik [Bolshevik],russia,5691,moscow,2010-10-04
Bol'šije Dvory [Bolshiye Dvory],russia,4952,moscow,2010-10-04
Bol'šije Vjazëmy [Bolshiye Vyazyomy],russia,12650,moscow,2010-10-04
Bol'šoje Bun'kovo [Bolshoye Bunkovo],russia,4084,moscow,2010-10-04
Brëchovo [Bryokhovo],russia,887,moscow,2010-10-04
Bronnicy [Bronnitsy],russia,21102,moscow,2010-10-04
Butovo,russia,81,moscow,2010-10-04
Bykovo,russia,10391,moscow,2010-10-04
Čascy [Chastsy],russia,4251,moscow,2010-10-04
Čechov [Chekhov],russia,60720,moscow,2010-10-04
Central'noj Usad'by Sovchoza «Mir» [Tsentralnoy Usadby Sovkhoza »Mir«],russia,2955,moscow,2010-10-04
Čerkizovo [Cherkizovo],russia,3559,moscow,2010-10-04
Čërnaja [Chyornaya],russia,56,moscow,2010-10-04
Černogolovka [Chernogolovka],russia,20983,moscow,2010-10-04
Čërnoje [Chyornoye],russia,4047,moscow,2010-10-04
Čerusti [Cherusti],russia,2862,moscow,2010-10-04
Chimki [Khimki],russia,207425,moscow,2010-10-04
Chorlovo [Khorlovo],russia,4468,moscow,2010-10-04
Chot'kovo [Khotkovo],russia,21505,moscow,2010-10-04
Davydovo,russia,10918,moscow,2010-10-04
Dedenevo,russia,6319,moscow,2010-10-04
Dedovsk,russia,29108,moscow,2010-10-04
Demichovo [Demikhovo],russia,5563,moscow,2010-10-04
Dmitrov,russia,61305,moscow,2010-10-04
Dolgoprudnyj [Dolgoprudny],russia,90956,moscow,2010-10-04
Doma Otdycha «Gorki» [Rest House »Gorki«],russia,3778,moscow,2010-10-04
Domodedovo,russia,96145,moscow,2010-10-04
Domodedovo,russia,229,moscow,2010-10-04
Dorochovo [Dorokhovo],russia,3688,moscow,2010-10-04
Drezna,russia,11820,moscow,2010-10-04
Drožžino [Drozhzhino],russia,69,moscow,2010-10-04
Družba [Druzhba],russia,4215,moscow,2010-10-04
Dubna,russia,70663,moscow,2010-10-04
Dubovaja Rošča [Dubovaya Roshcha],russia,4365,moscow,2010-10-04
Dzeržinskij [Dzerzhinsky],russia,47163,moscow,2010-10-04
Èlektrogorsk [Elektrogorsk],russia,22480,moscow,2010-10-04
Èlektroizoljator [Elektroizolyator],russia,4540,moscow,2010-10-04
Èlektrostal' [Elektrostal],russia,155196,moscow,2010-10-04
Èlektrougli [Elektrougli],russia,20136,moscow,2010-10-04
Fedjukovo [Fedyukovo],russia,2785,moscow,2010-10-04
Fedurnovo,russia,1814,moscow,2010-10-04
Fosforitnyj,russia,4495,moscow,2010-10-04
Frjanovo [Fryanovo],russia,11243,moscow,2010-10-04
Frjazino [Fryazino],russia,55369,moscow,2010-10-04
Gal'čino [Galchino],russia,3060,moscow,2010-10-04
Glebovskij [Glebovsky],russia,9316,moscow,2010-10-04
Golicyno [Golitsyno],russia,17593,moscow,2010-10-04
Goluboje [Goluboye],russia,2142,moscow,2010-10-04
Gorki,russia,533,moscow,2010-10-04
Gorki-10,russia,6459,moscow,2010-10-04
Gorki-2,russia,2948,moscow,2010-10-04
Gorki Leninskije [Gorki Leninskiye],russia,3586,moscow,2010-10-04
Gubino,russia,2575,moscow,2010-10-04
Ikša [Iksha],russia,3721,moscow,2010-10-04
Il'inskij [Ilyinsky],russia,10279,moscow,2010-10-04
Il'inskoje [Ilyinskoye],russia,5276,moscow,2010-10-04
Il'inskoje-Usovo [Ilyinskoye-Usovo],russia,1504,moscow,2010-10-04
Imeni Cjurupy [Imeni Tsyurupy],russia,4352,moscow,2010-10-04
Imeni Tel'mana [Imeni Telmana],russia,3673,moscow,2010-10-04
Imeni Vorovskogo,russia,5120,moscow,2010-10-04
Istra,russia,35111,moscow,2010-10-04
Ivantejevka [Ivanteyevka],russia,58626,moscow,2010-10-04
Izmajlovo [Izmaylovo],russia,1593,moscow,2010-10-04
Jachroma [Yakhroma],russia,13214,moscow,2010-10-04
Jam [Yam],russia,2994,moscow,2010-10-04
Jegorjevsk [Yegoryevsk],russia,70081,moscow,2010-10-04
Jeršovo [Yershovo],russia,2366,moscow,2010-10-04
Kalininec [Kalininets],russia,21774,moscow,2010-10-04
Kašira [Kashira; incl. Ozherelye],russia,52339,moscow,2010-10-04
Klin,russia,80585,moscow,2010-10-04
Kolomna,russia,144589,moscow,2010-10-04
Konobejevo [Konobeyevo],russia,3201,moscow,2010-10-04
Konstantinovo,russia,3974,moscow,2010-10-04
Korolëv [Korolyov; incl. Yubileyny],russia,216639,moscow,2010-10-04
Kotel'niki [Kotelniki],russia,32338,moscow,2010-10-04
Kraskovo,russia,21250,moscow,2010-10-04
Krasnaja Pojma [Krasnaya Poyma],russia,3051,moscow,2010-10-04
Krasnoarmejsk [Krasnoarmeysk],russia,26294,moscow,2010-10-04
Krasnogorsk,russia,116896,moscow,2010-10-04
Krasnozavodsk,russia,13392,moscow,2010-10-04
Krasnoznamensk,russia,36103,moscow,2010-10-04
Krasnyj Posëlok [Krasny Posyolok],russia,77,moscow,2010-10-04
Krasnyj Put' [Krasny Put],russia,1432,moscow,2010-10-04
Kratovo,russia,8277,moscow,2010-10-04
Krjukovo [Kryukovo],russia,2688,moscow,2010-10-04
Kubinka,russia,22964,moscow,2010-10-04
Kudinovo,russia,3170,moscow,2010-10-04
Kurovskoje [Kurovskoye],russia,21819,moscow,2010-10-04
Kuznečiki [Kuznechiki],russia,3298,moscow,2010-10-04
Lesnoj [Lesnoy],russia,8569,moscow,2010-10-04
Lesnyje Poljany [Lesnye Polyany],russia,4053,moscow,2010-10-04
Letnij Otdych [Letny Otdykh],russia,2743,moscow,2010-10-04
Likino-Dulëvo [Likino-Dulyovo],russia,31321,moscow,2010-10-04
Lipicy [Lipitsy],russia,2514,moscow,2010-10-04
Litvinovo,russia,2464,moscow,2010-10-04
Ljubercy [Lyubertsy],russia,172525,moscow,2010-10-04
Ljubučany [Lyubuchany],russia,3378,moscow,2010-10-04
Lobnja [Lobnya],russia,74252,moscow,2010-10-04
Lopatino,russia,222,moscow,2010-10-04
Losino-Petrovskij [Losino-Petrovsky],russia,22550,moscow,2010-10-04
Lotošino [Lotoshino],russia,5558,moscow,2010-10-04
Loza,russia,2775,moscow,2010-10-04
Luchovicy [Lukhovitsy],russia,29850,moscow,2010-10-04
Lunëvo [Lunyovo],russia,3961,moscow,2010-10-04
Lytkarino,russia,55237,moscow,2010-10-04
Malachovka [Malakhovka],russia,24004,moscow,2010-10-04
Malino,russia,4108,moscow,2010-10-04
Malyje Vjazëmy [Malye Vyazyomy],russia,1728,moscow,2010-10-04
Marfino,russia,4234,moscow,2010-10-04
Marusino,russia,490,moscow,2010-10-04
Mebel'noj Fabriki [Mebelnoy Fabriki],russia,0,moscow,2010-10-04
Medvež'i Ozëra [Medvezhyi Ozyora],russia,4154,moscow,2010-10-04
Mendelejevo [Mendeleyevo],russia,7927,moscow,2010-10-04
Michnevo [Mikhnevo],russia,11267,moscow,2010-10-04
Mirnyj [Mirny],russia,99,moscow,2010-10-04
Misajlovo [Misaylovo],russia,370,moscow,2010-10-04
Mišeronskij [Misheronsky],russia,3857,moscow,2010-10-04
Molodëžnyj [Molodyozhny],russia,2920,moscow,2010-10-04
Molokovo,russia,1938,moscow,2010-10-04
Monino,russia,22821,moscow,2010-10-04
Možajsk [Mozhaysk],russia,31363,moscow,2010-10-04
Mytišči [Mytishchi; incl. Pirogovsky],russia,179834,moscow,2010-10-04
Nachabino [Nakhabino],russia,36456,moscow,2010-10-04
Naro-Fominsk,russia,64665,moscow,2010-10-04
Nekrasovskij [Nekrasovsky],russia,10292,moscow,2010-10-04
Nemčinovka [Nemchinovka],russia,2542,moscow,2010-10-04
Noginsk,russia,100072,moscow,2010-10-04
Novodrožžino [Novodrozhzhino],russia,2781,moscow,2010-10-04
Novoivanovskoje [Novoivanovskoye],russia,6003,moscow,2010-10-04
Novoje [Novoye],russia,2458,moscow,2010-10-04
Novopetrovskoje [Novopetrovskoye],russia,4883,moscow,2010-10-04
Novosin'kovo [Novosinkovo],russia,8073,moscow,2010-10-04
Novyj Byt [Novy Byt],russia,2922,moscow,2010-10-04
Novyj Gorodok [Novy Gorodok],russia,9154,moscow,2010-10-04
Novyj Gorodok [Novy Gorodok],russia,2718,moscow,2010-10-04
Obolensk,russia,4937,moscow,2010-10-04
Obuchovo [Obukhovo],russia,9630,moscow,2010-10-04
Odincovo [Odintsovo],russia,138930,moscow,2010-10-04
Oktjabr'skij [Oktyabrsky],russia,13165,moscow,2010-10-04
Orechovo-Zujevo [Orekhovo-Zuyevo],russia,120670,moscow,2010-10-04
Ostašëvo [Ostashyovo],russia,2743,moscow,2010-10-04
Ostrovcy [Ostrovtsy],russia,5515,moscow,2010-10-04
Otradnoje [Otradnoye],russia,1233,moscow,2010-10-04
Ozereckoje [Ozeretskoye],russia,243,moscow,2010-10-04
Ozëry [Ozyory],russia,25800,moscow,2010-10-04
Pavlino,russia,96,moscow,2010-10-04
Pavlovskaja Sloboda [Pavlovskaya Sloboda],russia,6327,moscow,2010-10-04
Pavlovskij Posad [Pavlovsky Posad],russia,63711,moscow,2010-10-04
Peresvet,russia,14147,moscow,2010-10-04
Peski,russia,3845,moscow,2010-10-04
Podolino,russia,206,moscow,2010-10-04
"Podol'sk [Podolsk; incl. Klimovsk, Lvovsky]",russia,255002,moscow,2010-10-04
Povarovo,russia,7985,moscow,2010-10-04
Pravdinskij [Pravdinsky],russia,10587,moscow,2010-10-04
Proletarskij [Proletarsky],russia,4156,moscow,2010-10-04
Protvino,russia,37308,moscow,2010-10-04
Purševo [Purshevo],russia,2055,moscow,2010-10-04
Puščino [Pushchino],russia,20332,moscow,2010-10-04
Puškino [Pushkino],russia,102874,moscow,2010-10-04
Putilkovo,russia,2464,moscow,2010-10-04
Radumlja [Radumlya],russia,2250,moscow,2010-10-04
Ramenskoje [Ramenskoye],russia,96317,moscow,2010-10-04
Rastunovo,russia,4046,moscow,2010-10-04
Razvilka,russia,9778,moscow,2010-10-04
Rečicy [Rechitsy],russia,3478,moscow,2010-10-04
Remmaš [Remmash],russia,7317,moscow,2010-10-04
Rešetnikovo [Reshetnikovo],russia,3118,moscow,2010-10-04
Reutov,russia,87314,moscow,2010-10-04
Rjazanovskij [Ryazanovsky],russia,2079,moscow,2010-10-04
Rodniki,russia,5227,moscow,2010-10-04
Rošal' [Roshal],russia,21272,moscow,2010-10-04
Roždestveno [Rozhdestveno],russia,3335,moscow,2010-10-04
Ruza,russia,13495,moscow,2010-10-04
Ržavki [Rzhavki],russia,4038,moscow,2010-10-04
Saburovo,russia,145,moscow,2010-10-04
Šachovskaja [Shakhovskaya],russia,10728,moscow,2010-10-04
Sanatorija «Podmoskovje» [Sanatorium »Podmoskovye«],russia,2446,moscow,2010-10-04
Sapronovo,russia,66,moscow,2010-10-04
Šatura [Shatura],russia,32885,moscow,2010-10-04
Šaturtorf [Shaturtorf],russia,3572,moscow,2010-10-04
Ščëlkovo [Shchyolkovo],russia,110411,moscow,2010-10-04
Seljatino [Selyatino],russia,12629,moscow,2010-10-04
Šemetovo [Shemetovo],russia,4362,moscow,2010-10-04
Serebrjanyje Prudy [Serebryanye Prudy],russia,9705,moscow,2010-10-04
Sergijev Posad [Sergiyev Posad],russia,111179,moscow,2010-10-04
Sergijevskij [Sergiyevsky],russia,3397,moscow,2010-10-04
Serpuchov [Serpukhov],russia,127041,moscow,2010-10-04
Severnyj [Severny],russia,4076,moscow,2010-10-04
Sitne-Ščelkanovo [Sitne-Shchelkanovo],russia,2901,moscow,2010-10-04
Skoropuskovskij [Skoropuskovsky],russia,6685,moscow,2010-10-04
Snegiri,russia,3177,moscow,2010-10-04
Sof'ino [Sofyino],russia,2260,moscow,2010-10-04
Sofrino,russia,15771,moscow,2010-10-04
Solnečnogorsk [Solnechnogorsk],russia,52944,moscow,2010-10-04
Sovchoza Imeni Lenina [Sovkhoza Imeni Lenina],russia,3964,moscow,2010-10-04
Sovchoza «Ramenskoje» [Sovkhoza »Ramenskoye«],russia,3997,moscow,2010-10-04
Staraja Kupavna [Staraya Kupavna],russia,21811,moscow,2010-10-04
Staryj Gorodok [Stary Gorodok],russia,6116,moscow,2010-10-04
Stolbovaja [Stolbovaya],russia,5082,moscow,2010-10-04
Stromyn',russia,6593,moscow,2010-10-04
Stupino,russia,66816,moscow,2010-10-04
Šuvoje [Shuvoye],russia,2591,moscow,2010-10-04
Sverdlovskij [Sverdlovsky],russia,6763,moscow,2010-10-04
Syčëvo [Sychyovo],russia,3105,moscow,2010-10-04
Taldom,russia,13819,moscow,2010-10-04
Tarasovka,russia,2807,moscow,2010-10-04
Tomilino,russia,30605,moscow,2010-10-04
Troickoje [Troitskoye],russia,4873,moscow,2010-10-04
Tučkovo [Tuchkovo],russia,17381,moscow,2010-10-04
Udel'naja [Udelnaya],russia,15021,moscow,2010-10-04
Uvarovka,russia,3354,moscow,2010-10-04
Vaulovo,russia,4190,moscow,2010-10-04
Verbilki,russia,7022,moscow,2010-10-04
Vereja [Vereya],russia,5368,moscow,2010-10-04
Verzilovo,russia,43,moscow,2010-10-04
Vidnoje [Vidnoye],russia,56752,moscow,2010-10-04
Vlasicha [Vlasikha],russia,26359,moscow,2010-10-04
Vniissok,russia,7867,moscow,2010-10-04
Volodarskogo,russia,4533,moscow,2010-10-04
Volokolamsk,russia,23433,moscow,2010-10-04
Voschod [Voskhod],russia,2007,moscow,2010-10-04
Voskresensk,russia,91464,moscow,2010-10-04
Vsevolodovo,russia,2959,moscow,2010-10-04
Vysokovsk,russia,10635,moscow,2010-10-04
Zagorjanskij [Zagoryansky],russia,7997,moscow,2010-10-04
Zaprudnja [Zaprudnya],russia,12855,moscow,2010-10-04
Zarajsk [Zaraysk],russia,24645,moscow,2010-10-04
Zarečje [Zarechye],russia,6270,moscow,2010-10-04
Žavoronki [Zhavoronki],russia,3407,moscow,2010-10-04
Zelenogradskij [Zelenogradsky],russia,2548,moscow,2010-10-04
Žilëvo [Zhilyovo],russia,2472,moscow,2010-10-04
Žukovskij [Zhukovsky],russia,104736,moscow,2010-10-04
Zvenigorod,russia,16395,moscow,2010-10-04
Zvëzdnyj Gorodok [Zvyozdny Gorodok],russia,6332,moscow,2010-10-04
Alakurtti,russia,3424,murmansk,2010-10-04
Apatity,russia,59672,murmansk,2010-10-04
Gadžijevo [Gadzhiyevo],russia,11068,murmansk,2010-10-04
Kandalakša [Kandalaksha],russia,35654,murmansk,2010-10-04
Kil'dinstroj [Kildinstroy],russia,2063,murmansk,2010-10-04
Kirovsk,russia,28625,murmansk,2010-10-04
Kola,russia,10437,murmansk,2010-10-04
Kovdor,russia,18820,murmansk,2010-10-04
Moločnyj [Molochny],russia,5208,murmansk,2010-10-04
Mončegorsk [Monchegorsk],russia,45361,murmansk,2010-10-04
Murmansk,russia,315953,murmansk,2010-10-04
Murmaši [Murmashi],russia,14152,murmansk,2010-10-04
Nikel',russia,12756,murmansk,2010-10-04
Olenegorsk,russia,23072,murmansk,2010-10-04
Ostrovnoj [Ostrovnoy],russia,2171,murmansk,2010-10-04
Pečenga [Pechenga],russia,3188,murmansk,2010-10-04
Poljarnyj [Polyarny],russia,17293,murmansk,2010-10-04
Poljarnyje Zori [Polyarnye Zori],russia,15096,murmansk,2010-10-04
Revda,russia,8414,murmansk,2010-10-04
Safonovo,russia,5255,murmansk,2010-10-04
Severomorsk,russia,50060,murmansk,2010-10-04
Snežnogorsk [Snezhnogorsk],russia,12683,murmansk,2010-10-04
Tumannyj [Tumanny],russia,685,murmansk,2010-10-04
Umba,russia,5532,murmansk,2010-10-04
Verchnetulomskij [Verkhnetulomsky],russia,1580,murmansk,2010-10-04
Zaozërsk [Zaozyorsk],russia,11199,murmansk,2010-10-04
Zapoljarnyj [Zapolyarny],russia,15825,murmansk,2010-10-04
Zelenoborskij [Zelenoborsky],russia,6560,murmansk,2010-10-04
Afonino,russia,3360,nizhny novgorod,2010-10-04
Ankudinovka,russia,145,nizhny novgorod,2010-10-04
Ardatov,russia,9566,nizhny novgorod,2010-10-04
Ar'ja [Arya],russia,5015,nizhny novgorod,2010-10-04
Arzamas,russia,106362,nizhny novgorod,2010-10-04
Balachna [Balakhna],russia,51519,nizhny novgorod,2010-10-04
Berëzovka [Beryozovka],russia,2444,nizhny novgorod,2010-10-04
Bližne-Pesočnoje [Blizhne-Pesochnoye],russia,2917,nizhny novgorod,2010-10-04
Bogorodsk,russia,35499,nizhny novgorod,2010-10-04
Bol'šoje Boldino [Bolshoye Boldino],russia,5074,nizhny novgorod,2010-10-04
Bol'šoje Kozino [Bolshoye Kozino],russia,5902,nizhny novgorod,2010-10-04
Bol'šoje Muraškino [Bolshoye Murashkino],russia,5554,nizhny novgorod,2010-10-04
Bor,russia,78058,nizhny novgorod,2010-10-04
Buturlino,russia,6412,nizhny novgorod,2010-10-04
Central'nyj [Tsentralny],russia,2957,nizhny novgorod,2010-10-04
Čkalovsk [Chkalovsk],russia,12368,nizhny novgorod,2010-10-04
Dal'neje Konstantinovo [Dalneye Konstantinovo],russia,4777,nizhny novgorod,2010-10-04
Divejevo [Diveyevo],russia,6408,nizhny novgorod,2010-10-04
Dosčatoje [Doschatoye],russia,5217,nizhny novgorod,2010-10-04
Družba [Druzhba],russia,3904,nizhny novgorod,2010-10-04
Dzeržinsk [Dzerzhinsk],russia,240742,nizhny novgorod,2010-10-04
Frolišči [Frolishchi],russia,1644,nizhny novgorod,2010-10-04
Gagino,russia,3891,nizhny novgorod,2010-10-04
Gidrotorf,russia,7557,nizhny novgorod,2010-10-04
Gorbatov,russia,2278,nizhny novgorod,2010-10-04
Gorbatovka,russia,3378,nizhny novgorod,2010-10-04
Gorodec [Gorodets],russia,30658,nizhny novgorod,2010-10-04
Gremjačevo [Gremyachevo],russia,5262,nizhny novgorod,2010-10-04
Il'inogorsk [Ilyinogorsk],russia,7963,nizhny novgorod,2010-10-04
Imeni Kalinina,russia,2332,nizhny novgorod,2010-10-04
Imeni Stepana Razina,russia,2760,nizhny novgorod,2010-10-04
Juganec [Yuganets],russia,2923,nizhny novgorod,2010-10-04
Knjaginino [Knyaginino],russia,6708,nizhny novgorod,2010-10-04
Kovernino,russia,6892,nizhny novgorod,2010-10-04
Krasnyje Baki [Krasnye Baki],russia,7295,nizhny novgorod,2010-10-04
Kstovo,russia,66657,nizhny novgorod,2010-10-04
Kulebaki,russia,35759,nizhny novgorod,2010-10-04
Lesogorsk,russia,1015,nizhny novgorod,2010-10-04
Linda,russia,5383,nizhny novgorod,2010-10-04
Lukino,russia,3515,nizhny novgorod,2010-10-04
Lukojanov [Lukoyanov],russia,14951,nizhny novgorod,2010-10-04
Lyskovo,russia,21880,nizhny novgorod,2010-10-04
Maloje Kozino [Maloye Kozino],russia,777,nizhny novgorod,2010-10-04
Muchtolovo [Mukhtolovo],russia,5005,nizhny novgorod,2010-10-04
Mulino,russia,13008,nizhny novgorod,2010-10-04
Navašino [Navashino],russia,16416,nizhny novgorod,2010-10-04
Nižnij Novgorod [Nizhny Novgorod],russia,1250619,nizhny novgorod,2010-10-04
Novinki,russia,1940,nizhny novgorod,2010-10-04
Novosmolinskij [Novosmolinsky],russia,5587,nizhny novgorod,2010-10-04
Pamjat' Parižskoj Kommuny [Pamyat Parizhskoy Kommuny],russia,3761,nizhny novgorod,2010-10-04
Pavlovo,russia,60698,nizhny novgorod,2010-10-04
Perevoz,russia,9201,nizhny novgorod,2010-10-04
Pervoje Maja [1 Maya],russia,2135,nizhny novgorod,2010-10-04
Pervomajsk [Pervomaysk],russia,14568,nizhny novgorod,2010-10-04
Pervomajskij [Pervomaysky],russia,1470,nizhny novgorod,2010-10-04
Pil'na [Pilna],russia,7333,nizhny novgorod,2010-10-04
Pižma [Pizhma],russia,4309,nizhny novgorod,2010-10-04
Počinki [Pochinki],russia,11891,nizhny novgorod,2010-10-04
Rešeticha [Reshetikha],russia,6775,nizhny novgorod,2010-10-04
Šachun'ja [Shakhunya],russia,20921,nizhny novgorod,2010-10-04
Šajgino [Shaygino],russia,1012,nizhny novgorod,2010-10-04
Šaranga [Sharanga],russia,6557,nizhny novgorod,2010-10-04
Sarov,russia,92047,nizhny novgorod,2010-10-04
Satis,russia,1640,nizhny novgorod,2010-10-04
Šatki [Shatki],russia,9652,nizhny novgorod,2010-10-04
Sečenovo [Sechenovo],russia,5263,nizhny novgorod,2010-10-04
Semënov [Semyonov],russia,24473,nizhny novgorod,2010-10-04
Sergač [Sergach],russia,21386,nizhny novgorod,2010-10-04
Šimorskoje [Shimorskoye],russia,3887,nizhny novgorod,2010-10-04
Sjava [Syava],russia,4729,nizhny novgorod,2010-10-04
Smolino,russia,2742,nizhny novgorod,2010-10-04
Sokol'skoje [Sokolskoye],russia,6344,nizhny novgorod,2010-10-04
Sosnovskoje [Sosnovskoye],russia,8746,nizhny novgorod,2010-10-04
Spasskoje [Spasskoye],russia,3947,nizhny novgorod,2010-10-04
Suchobezvodnoje [Sukhobezvodnoye],russia,6376,nizhny novgorod,2010-10-04
Surovaticha [Surovatikha],russia,4231,nizhny novgorod,2010-10-04
Tonkino,russia,5103,nizhny novgorod,2010-10-04
Tonšajevo [Tonshayevo],russia,4570,nizhny novgorod,2010-10-04
Tumbotino,russia,7300,nizhny novgorod,2010-10-04
Uren',russia,12304,nizhny novgorod,2010-10-04
Vača [Vacha],russia,5987,nizhny novgorod,2010-10-04
Vachtan [Vakhtan],russia,5769,nizhny novgorod,2010-10-04
Vad,russia,6698,nizhny novgorod,2010-10-04
Varnavino,russia,3475,nizhny novgorod,2010-10-04
Vasil'sursk [Vasilsursk],russia,1068,nizhny novgorod,2010-10-04
Vetluga,russia,8954,nizhny novgorod,2010-10-04
Vetlužskij [Vetluzhsky],russia,5250,nizhny novgorod,2010-10-04
Vilja [Vilya],russia,3344,nizhny novgorod,2010-10-04
Volodarsk,russia,9928,nizhny novgorod,2010-10-04
Vorotynec [Vorotynets],russia,6451,nizhny novgorod,2010-10-04
Vorsma,russia,11620,nizhny novgorod,2010-10-04
Voskresenskoje [Voskresenskoye],russia,6185,nizhny novgorod,2010-10-04
Voznesenskoje [Voznesenskoye],russia,6777,nizhny novgorod,2010-10-04
Vyjezdnoje [Vyezdnoye],russia,8089,nizhny novgorod,2010-10-04
Vyksa,russia,56201,nizhny novgorod,2010-10-04
Zavolžje [Zavolzhye],russia,40460,nizhny novgorod,2010-10-04
Ždanovskij [Zhdanovsky],russia,5336,nizhny novgorod,2010-10-04
Zelënyj Gorod [Zeleny Gorod],russia,2716,nizhny novgorod,2010-10-04
Želnino [Zhelnino],russia,896,nizhny novgorod,2010-10-04
Boroviči [Borovichi],russia,53690,novgorod,2010-10-04
Cholm [Kholm],russia,3830,novgorod,2010-10-04
Chvojnaja [Khvoynaya],russia,6394,novgorod,2010-10-04
Čudovo [Chudovo],russia,15397,novgorod,2010-10-04
Demjansk [Demyansk],russia,5365,novgorod,2010-10-04
Grigorovo,russia,3330,novgorod,2010-10-04
Krestcy [Kresttsy],russia,8717,novgorod,2010-10-04
Kulotino,russia,2942,novgorod,2010-10-04
Ljubytino [Lyubytino],russia,2807,novgorod,2010-10-04
Malaja Višera [Malaya Vishera],russia,12461,novgorod,2010-10-04
Nebolči [Nebolchi],russia,2030,novgorod,2010-10-04
Okulovka,russia,12464,novgorod,2010-10-04
Pankovka,russia,9603,novgorod,2010-10-04
Parfino,russia,7492,novgorod,2010-10-04
Pestovo,russia,15903,novgorod,2010-10-04
Proletarij [Proletary],russia,5145,novgorod,2010-10-04
Šimsk [Shimsk],russia,3895,novgorod,2010-10-04
Sol'cy [Soltsy],russia,10086,novgorod,2010-10-04
Staraja Russa [Staraya Russa],russia,31809,novgorod,2010-10-04
Trubičino [Trubichino],russia,3009,novgorod,2010-10-04
Uglovka,russia,3064,novgorod,2010-10-04
Valdaj [Valday],russia,16098,novgorod,2010-10-04
Velikij Novgorod [Veliky Novgorod],russia,218717,novgorod,2010-10-04
Bagan,russia,5510,novosibirsk,2010-10-04
Barabinsk,russia,30394,novosibirsk,2010-10-04
Baryševo [Baryshevo],russia,5195,novosibirsk,2010-10-04
Berdsk,russia,97296,novosibirsk,2010-10-04
Bolotnoje [Bolotnoye],russia,16570,novosibirsk,2010-10-04
Čany [Chany],russia,8473,novosibirsk,2010-10-04
Čerepanovo [Cherepanovo],russia,19803,novosibirsk,2010-10-04
Čik [Chik],russia,5009,novosibirsk,2010-10-04
Čistoozërnoje [Chistoozernoye],russia,6429,novosibirsk,2010-10-04
Čulym [Chulym],russia,11568,novosibirsk,2010-10-04
Dorogino,russia,3829,novosibirsk,2010-10-04
Dovol'noje [Dovolnoye],russia,6774,novosibirsk,2010-10-04
Èlitnyj [Elitny],russia,1572,novosibirsk,2010-10-04
Gornyj [Gorny],russia,9403,novosibirsk,2010-10-04
Iskitim,russia,60078,novosibirsk,2010-10-04
Jarkovo [Yarkovo],russia,5379,novosibirsk,2010-10-04
Kamenka,russia,2153,novosibirsk,2010-10-04
Karasuk,russia,28586,novosibirsk,2010-10-04
Kargat,russia,10042,novosibirsk,2010-10-04
Kočenëvo [Kochenyovo],russia,16374,novosibirsk,2010-10-04
Kočki [Kochki],russia,4055,novosibirsk,2010-10-04
Kol'covo [Koltsovo],russia,12319,novosibirsk,2010-10-04
Kolyvan',russia,11842,novosibirsk,2010-10-04
Krasnoobsk,russia,18448,novosibirsk,2010-10-04
Krasnozërskoje [Krasnozerskoye],russia,9524,novosibirsk,2010-10-04
Krivodanovka,russia,10051,novosibirsk,2010-10-04
Kudrjašovskij [Kudryashovsky],russia,4559,novosibirsk,2010-10-04
Kujbyšev [Kuybyshev],russia,45299,novosibirsk,2010-10-04
Kupino,russia,14893,novosibirsk,2010-10-04
Kyštovka [Kyshtovka],russia,5282,novosibirsk,2010-10-04
Lebedëvka [Lebedyovka],russia,2435,novosibirsk,2010-10-04
Leninskoje [Leninskoye],russia,2453,novosibirsk,2010-10-04
Linëvo [Linyovo],russia,20707,novosibirsk,2010-10-04
Marusino,russia,1933,novosibirsk,2010-10-04
Masljanino [Maslyanino],russia,13102,novosibirsk,2010-10-04
Močišče [Mochishche],russia,3036,novosibirsk,2010-10-04
Moškovo [Moshkovo],russia,10224,novosibirsk,2010-10-04
