Name,Native,Status,12/01/1989,09/10/2002,14/10/2010,01/10/2021,Oblast
Sernur,Сернур,Urban Settlement,Sernurskij Rajon,"9,031","8,686","8,183",mari-el
Sovetskij [Sovetsky],Советский,Urban Settlement,Sovetskij Rajon,"10,806","10,664","10,564",mari-el
Suslonger,Суслонгер,Urban Settlement,Zvenigovskij Rajon,"3,642","3,161","2,693",mari-el
Volžsk [Volzhsk],Волжск,City,Volžsk,"58,967","55,659","53,013",mari-el
Znamenskij [Znamensky],Знаменский,Rural Settlement,Medvedevskij Rajon,"2,293","2,444","3,219",mari-el
Zvenigovo,Звенигово,City,Zvenigovskij Rajon,"12,722","11,946","10,994",mari-el
Ardatov,Ардатов,City,Ardatovskij Rajon,"9,587","9,400","8,857",mordovia
Atemar,Атемар,Village,Ljambirskij Rajon,"4,146","4,078","4,245",mordovia
Atjaševo [Atyashevo],Атяшево,Urban Settlement,Atjaševskij Rajon,"6,073","6,246","6,046",mordovia
Atjurjevo [Atyuryevo],Атюрьево,Village,Atjurjevskij Rajon,"4,736","4,429","3,920",mordovia
Belozerje [Belozerye],Белозерье,Village,Romodanovskij Rajon,"2,792","2,949","3,078",mordovia
Bol'šaja Jelchovka [Bolshaya Yelkhovka],Большая Елховка,Village,Ljambirskij Rajon,"4,114","4,171","4,009",mordovia
Bol'šije Berezniki [Bolshiye Berezniki],Большие Березники,Village,Bol'šebereznikovskij Rajon,"6,398","6,393","6,077",mordovia
Čamzinka [Chamzinka],Чамзинка,Urban Settlement,Čamzinskij Rajon,"9,906","9,463","9,464",mordovia
Dubënki [Dubyonki],Дубёнки,Village,Dubënskij Rajon,"3,581","3,325","3,307",mordovia
Insar,Инсар,City,Insarskij Rajon,"8,951","8,687","7,920",mordovia
Jalga [Yalga],Ялга,Urban Settlement,Saransk,"5,088","5,672","6,442",mordovia
Javas [Yavas],Явас,Urban Settlement,Zubovo-Poljanskij Rajon,"7,964","7,941","5,849",mordovia
Jel'niki [Yelniki],Ельники,Village,Jel'nikovskij Rajon,"5,678","5,905","5,247",mordovia
Kadoškino [Kadoshkino],Кадошкино,Urban Settlement,Kadoškinskij Rajon,"4,874","4,704","3,960",mordovia
Kemlja [Kemlya],Кемля,Village,Ičalkovskij Rajon,"4,872","4,826","4,358",mordovia
Kočkurovo [Kochkurovo],Кочкурово,Village,Kočkurovskij Rajon,"3,259","3,198","3,004",mordovia
Komsomol'skij [Komsomolsky],Комсомольский,Urban Settlement,Čamzinskij Rajon,"14,230","13,513","11,255",mordovia
Kovylkino,Ковылкино,City,Kovylkinskij Rajon,"21,873","21,307","19,793",mordovia
Krasnoslobodsk,Краснослободск,City,Krasnoslobodskij Rajon,"10,843","10,151","8,910",mordovia
Ljambir' [Lyambir],Лямбирь,Village,Ljambirskij Rajon,"8,467","8,457","8,346",mordovia
Luchovka [Lukhovka],Луховка,Urban Settlement,Saransk,"9,099","8,639","9,036",mordovia
Nikolajevka [Nikolayevka],Николаевка,Urban Settlement,Saransk,"5,199","5,058","3,725",mordovia
Pot'ma [Potma],Потьма,Urban Settlement,Zubovo-Poljanskij Rajon,"4,396","4,171","3,681",mordovia
Romodanovo,Ромоданово,Rural Settlement,Romodanovskij Rajon,"9,871","9,410","9,139",mordovia
Ruzajevka [Ruzayevka],Рузаевка,City,Ruzajevskij Rajon,"49,790","47,523","42,989",mordovia
Saransk,Саранск,City,Saransk,"304,866","297,415","314,871",mordovia
Staroje Šajgovo [Staroye Shaygovo],Старое Шайгово,Village,Starošajgovskij Rajon,"5,205","5,185","4,818",mordovia
Tatarskaja Pišlja [Tatarskaya Pishlya],Татарская Пишля,Village,Ruzajevskij Rajon,"3,223","3,271","3,326",mordovia
Temnikov,Темников,City,Temnikovskij Rajon,"8,375","7,243","6,451",mordovia
Ten'guševo [Tengushevo],Теньгушево,Village,Ten'guševskij Rajon,"4,103","4,230","3,731",mordovia
Torbejevo [Torbeyevo],Торбеево,Urban Settlement,Torbejevskij Rajon,"9,351","9,373","8,970",mordovia
Turgenevo,Тургенево,Urban Settlement,Ardatovskij Rajon,"5,288","5,260","4,453",mordovia
Umët,Умёт,Urban Settlement,Zubovo-Poljanskij Rajon,"3,005","2,822","2,461",mordovia
Zubova Poljana [Zubova Polyana],Зубова Поляна,Urban Settlement,Zubovo-Poljanskij Rajon,"10,355","10,338","10,996",mordovia
Alabuševo [Alabushevo],Алабушево,Village,Solnečnogorsk,"2,756","2,994","3,170",moscow
Andrejevka [Andreyevka],Андреевка,Urban Settlement,Solnečnogorsk,"8,465","10,008","10,397",moscow
Aničkovo [Anichkovo],Аничково,Rural Settlement,Losino-Petrovskij,...,...,"4,741",moscow
Aprelevka,Апрелевка,City,Naro-Fominskij,"18,357","18,349","35,514",moscow
Archangel'skoje [Arkhangelskoye],Архангельское,Rural Settlement,Krasnogorsk,"3,612","4,443","3,656",moscow
Ašukino [Ashukino],Ашукино,Urban Settlement,Puškinskij,"6,362","9,942","8,855",moscow
Atepcevo [Ateptsevo],Атепцево,Village,Naro-Fominskij,"3,452","3,259","3,628",moscow
Avsjunino [Avsyunino],Авсюнино,Rural Settlement,Orechovo-Zujevo,"5,191","4,947","5,529",moscow
Balašicha [Balashikha; incl. Zheleznodorozhny],Балашиха,City,Balašicha,...,"346,751","520,962",moscow
Beloomut,Белоомут,Urban Settlement,Luchovicy,"7,029","6,558","5,931",moscow
Beloozërskij [Beloozyorsky],Белоозёрский,City,Voskresenskij,"14,494","17,842","13,737",moscow
Biokombinata,Биокомбината,Rural Settlement,Losino-Petrovskij,"4,677","4,604","4,085",moscow
Bobrovo,Боброво,Urban Settlement,Leninskij,52,130,"13,259",moscow
Bogorodskoje [Bogorodskoye],Богородское,Urban Settlement,Sergijevo-Posadskij,"9,352","9,108","9,860",moscow
Bol'ševik [Bolshevik],Большевик,Rural Settlement,Serpuchov,"5,272","5,691","7,679",moscow
Bol'šije Dvory [Bolshiye Dvory],Большие Дворы,Urban Settlement,Pavlovskij Posad,"4,841","4,952","5,798",moscow
Bol'šije Vjazëmy [Bolshiye Vyazyomy],Большие Вязёмы,Urban Settlement,Odincovskij,"5,667","12,650","15,060",moscow
Bol'šoje Bun'kovo [Bolshoye Bunkovo],Большое Буньково,Hamlet,Bogorodskij,"3,440","4,084","4,266",moscow
Brëchovo [Bryokhovo],Брёхово,Hamlet,Chimki,810,887,"5,901",moscow
Bronnicy [Bronnitsy],Бронницы,City,Bronnicy,"18,232","21,102","21,831",moscow
Butovo,Бутово,Urban Settlement,Leninskij,52,81,"12,267",moscow
Bykovo,Быково,Urban Settlement,Ramenskij,"9,235","10,391","8,594",moscow
Čascy [Chastsy],Часцы,Rural Settlement,Odincovskij,"1,499","4,251","6,264",moscow
Čechov [Chekhov],Чехов,City,Čechov,"72,917","60,720","89,025",moscow
Central'noj Usad'by Sovchoza «Mir» [Tsentralnoy Usadby Sovkhoza »Mir«],Центральной усадьбы совхоза «Мир»,Rural Settlement,Šatura,"3,031","2,955","3,131",moscow
Čerkizovo [Cherkizovo],Черкизово,Urban Settlement,Puškinskij,"3,468","3,559","4,400",moscow
Čërnaja [Chyornaya],Чёрная,Hamlet,Istra,59,56,"4,712",moscow
Černogolovka [Chernogolovka],Черноголовка,City,Černogolovka,"20,284","20,983","19,530",moscow
Čërnoje [Chyornoye],Чёрное,Hamlet,Balašicha,"5,803","4,047","5,600",moscow
Čerusti [Cherusti],Черусти,Urban Settlement,Šatura,"2,891","2,862","3,600",moscow
Chimki [Khimki],Химки,City,Chimki,...,"207,425","257,128",moscow
Chorlovo [Khorlovo],Хорлово,Urban Settlement,Voskresenskij,"3,884","4,468","3,714",moscow
Chot'kovo [Khotkovo],Хотьково,City,Sergijevo-Posadskij,"20,957","21,505","20,466",moscow
Davydovo,Давыдово,Hamlet,Orechovo-Zujevo,"10,694","10,918","10,601",moscow
Dedenevo,Деденёво,Urban Settlement,Dmitrov,"6,509","6,319","5,878",moscow
Dedovsk,Дедовск,City,Istra,"27,662","29,108","30,731",moscow
Demichovo [Demikhovo],Демихово,Hamlet,Orechovo-Zujevo,"5,519","5,563","6,760",moscow
Dmitrov,Дмитров,City,Dmitrov,"62,219","61,305","65,574",moscow
Dolgoprudnyj [Dolgoprudny],Долгопрудный,City,Dolgoprudnyj,"75,256","90,956","120,907",moscow
Doma Otdycha «Gorki» [Rest House »Gorki«],Дома отдыха «Горки»,Rural Settlement,Dmitrov,"3,556","3,778","3,729",moscow
Domodedovo,Домодедово,City,Domodedovo,"80,362","96,145","152,404",moscow
Domodedovo,Домодедово,Village,Domodedovo,320,229,"7,848",moscow
Dorochovo [Dorokhovo],Дорохово,Rural Settlement,Ruzskij,"4,349","3,688","4,497",moscow
Drezna,Дрезна,City,Orechovo-Zujevo,"11,665","11,820","12,295",moscow
Drožžino [Drozhzhino],Дрожжино,Urban Settlement,Leninskij,48,69,"29,072",moscow
Družba [Druzhba],Дружба,Rural Settlement,Ramenskij,"4,092","4,215","3,817",moscow
Dubna,Дубна,City,Dubna,"60,951","70,663","74,183",moscow
Dubovaja Rošča [Dubovaya Roshcha],Дубовая Роща,Rural Settlement,Ramenskij,"4,109","4,365","4,120",moscow
Dzeržinskij [Dzerzhinsky],Дзержинский,City,Dzeržinskij,"41,488","47,163","57,918",moscow
Èlektrogorsk [Elektrogorsk],Электрогорск,City,Pavlovskij Posad,"20,353","22,480","29,982",moscow
Èlektroizoljator [Elektroizolyator],Электроизолятор,Rural Settlement,Ramenskij,"4,247","4,540","4,141",moscow
Èlektrostal' [Elektrostal],Электросталь,City,Èlektrostal',"146,294","155,196","146,403",moscow
Èlektrougli [Elektrougli],Электроугли,City,Bogorodskij,"16,717","20,136","17,944",moscow
Fedjukovo [Fedyukovo],Федюково,Hamlet,Podol'sk,"2,145","2,785","3,117",moscow
Fedurnovo,Федурново,Hamlet,Balašicha,231,"1,814","4,107",moscow
Fosforitnyj,Фосфоритный,Urban Settlement,Voskresenskij,"4,193","4,495","3,883",moscow
Frjanovo [Fryanovo],Фряново,Urban Settlement,Ščëlkoso,"11,180","11,243","12,682",moscow
Frjazino [Fryazino],Фрязино,City,Frjazino,"52,436","55,369","60,580",moscow
Gal'čino [Galchino],Гальчино,Hamlet,Domodedovo,"3,005","3,060","3,607",moscow
Glebovskij [Glebovsky],Глебовский,Rural Settlement,Istra,"8,599","9,316","11,678",moscow
Golicyno [Golitsyno],Голицыно,City,Odincovskij,"16,189","17,593","22,733",moscow
Goluboje [Goluboye],Голубое,Hamlet,Solnečnogorsk,"1,075","2,142","8,039",moscow
Gorki,Горки,Hamlet,Leninskij,"1,806",533,"3,526",moscow
Gorki-10,Горки-10,Rural Settlement,Odincovskij,"6,291","6,459","8,911",moscow
Gorki-2,Горки-2,Rural Settlement,Odincovskij,"2,831","2,948","3,631",moscow
Gorki Leninskije [Gorki Leninskiye],Горки Ленинские,Urban Settlement,Leninskij,"1,729","3,586","3,169",moscow
Gubino,Губино,Hamlet,Orechovo-Zujevo,"2,643","2,575","3,426",moscow
Ikša [Iksha],Икша,Urban Settlement,Dmitrov,"3,738","3,721","3,916",moscow
Il'inskij [Ilyinsky],Ильинский,Urban Settlement,Ramenskij,"7,995","10,279","14,645",moscow
Il'inskoje [Ilyinskoye],Ильинское,Village,Domodedovo,"5,648","5,276","4,909",moscow
Il'inskoje-Usovo [Ilyinskoye-Usovo],Ильинское-Усово,Rural Settlement,Krasnogorsk,"1,556","1,504","3,656",moscow
Imeni Cjurupy [Imeni Tsyurupy],имени Цюрупы,Urban Settlement,Voskresenskij,"3,959","4,352","5,926",moscow
Imeni Tel'mana [Imeni Telmana],имени Тельмана,Rural Settlement,Ramenskij,"4,017","3,673","4,140",moscow
Imeni Vorovskogo,имени Воровского,Urban Settlement,Bogorodskij,"5,347","5,120","16,127",moscow
Istra,Истра,City,Istra,"33,652","35,111","37,474",moscow
Ivantejevka [Ivanteyevka],Ивантеевка,City,Puškinskij,"51,454","58,626","82,827",moscow
Izmajlovo [Izmaylovo],Измайлово,Urban Settlement,Leninskij,"1,685","1,593","1,505",moscow
Jachroma [Yakhroma],Яхрома,City,Dmitrov,"13,361","13,214","14,011",moscow
Jam [Yam],Ям,Village,Domodedovo,"3,271","2,994","3,649",moscow
Jegorjevsk [Yegoryevsk],Егорьевск,City,Jegorjevsk,"68,303","70,081","71,686",moscow
Jeršovo [Yershovo],Ершово,Village,Odincovskij,"2,412","2,366","3,323",moscow
Kalininec [Kalininets],Калининец,Urban Settlement,Naro-Fominskij,"23,873","21,774","25,082",moscow
Kašira [Kashira; incl. Ozherelye],Кашира,City,Kašira,"52,011","52,339","45,922",moscow
Klin,Клин,City,Klin,"83,178","80,585","88,511",moscow
Kolomna,Коломна,City,Kolomna,"150,129","144,589","134,850",moscow
Konobejevo [Konobeyevo],Конобеево,Village,Voskresenskij,"2,996","3,201","3,854",moscow
Konstantinovo,Константиново,Village,Ramenskij,"3,595","3,974","3,399",moscow
Korolëv [Korolyov; incl. Yubileyny],Королёв,City,Korolëv,"201,395","216,639","228,095",moscow
Kotel'niki [Kotelniki],Котельники,City,Kotel'niki,"17,747","32,338","63,728",moscow
Kraskovo,Красково,Urban Settlement,Ljubercy,"11,930","21,250","27,306",moscow
Krasnaja Pojma [Krasnaya Poyma],Красная Пойма,Rural Settlement,Luchovicy,"3,139","3,051","3,510",moscow
Krasnoarmejsk [Krasnoarmeysk],Красноармейск,City,Puškinskij,"26,051","26,294","26,492",moscow
Krasnogorsk,Красногорск,City,Krasnogorsk,...,"116,896","187,634",moscow
Krasnozavodsk,Краснозаводск,City,Sergijevo-Posadskij,"13,549","13,392","14,639",moscow
Krasnoznamensk,Краснознаменск,City,Krasnoznamensk,"28,044","36,103","43,868",moscow
Krasnyj Posëlok [Krasny Posyolok],Красный посёлок,Hamlet,Istra,76,77,"3,235",moscow
Krasnyj Put' [Krasny Put],Красный Путь,Village,Domodedovo,"1,492","1,432","3,803",moscow
Kratovo,Кратово,Urban Settlement,Ramenskij,"6,855","8,277","15,565",moscow
Krjukovo [Kryukovo],Крюково,Hamlet,Čechov,"2,798","2,688","4,063",moscow
Kubinka,Кубинка,City,Odincovskij,"26,158","22,964","23,146",moscow
Kudinovo,Кудиново,Village,Bogorodskij,481,"3,170","5,368",moscow
Kurovskoje [Kurovskoye],Куровское,City,Orechovo-Zujevo,"19,507","21,819","19,857",moscow
Kuznečiki [Kuznechiki],Кузнечики,Rural Settlement,Podol'sk,"2,484","3,298","3,532",moscow
Lesnoj [Lesnoy],Лесной,Urban Settlement,Puškinskij,"8,761","8,569","10,082",moscow
Lesnyje Poljany [Lesnye Polyany],Лесные Поляны,Rural Settlement,Puškinskij,"3,726","4,053","4,848",moscow
Letnij Otdych [Letny Otdykh],Летний Отдых,Rural Settlement,Odincovskij,"2,545","2,743","3,276",moscow
Likino-Dulëvo [Likino-Dulyovo],Ликино-Дулёво,City,Orechovo-Zujevo,"31,440","31,321","34,191",moscow
Lipicy [Lipitsy],Липицы,Village,Serpuchov,"2,635","2,514","3,491",moscow
Litvinovo,Литвиново,Rural Settlement,Ščëlkoso,"2,525","2,464","3,256",moscow
Ljubercy [Lyubertsy],Люберцы,City,Ljubercy,"156,691","172,525","224,195",moscow
Ljubučany [Lyubuchany],Любучаны,Rural Settlement,Čechov,"3,566","3,378","4,748",moscow
Lobnja [Lobnya],Лобня,City,Lobnja,"61,567","74,252","82,764",moscow
Lopatino,Лопатино,Urban Settlement,Leninskij,108,222,"9,814",moscow
Losino-Petrovskij [Losino-Petrovsky],Лосино-Петровский,City,Losino-Petrovskij,"22,324","22,550","29,000",moscow
Lotošino [Lotoshino],Лотошино,Urban Settlement,Lotošino,"5,670","5,558","6,277",moscow
Loza,Лоза,Rural Settlement,Sergijevo-Posadskij,"2,960","2,775","3,138",moscow
Luchovicy [Lukhovitsy],Луховицы,City,Luchovicy,"32,403","29,850","29,889",moscow
Lunëvo [Lunyovo],Лунёво,Rural Settlement,Chimki,"4,092","3,961","3,412",moscow
Lytkarino,Лыткарино,City,Lytkarino,"50,798","55,237","65,212",moscow
Malachovka [Malakhovka],Малаховка,Urban Settlement,Ljubercy,"18,552","24,004","25,989",moscow
Malino,Малино,Urban Settlement,Stupino,"4,363","4,108","3,392",moscow
Malyje Vjazëmy [Malye Vyazyomy],Малые Вязёмы,Hamlet,Odincovskij,"1,053","1,728","4,778",moscow
Marfino,Марфино,Village,Mytišči,"3,718","4,234","3,396",moscow
Marusino,Марусино,Hamlet,Ljubercy,"1,490",490,"9,206",moscow
Mebel'noj Fabriki [Mebelnoy Fabriki],Мебельной фабрики,Rural Settlement,Mytišči,493,0,"3,777",moscow
Medvež'i Ozëra [Medvezhyi Ozyora],Медвежьи Озёра,Hamlet,Ščëlkoso,"2,326","4,154","5,425",moscow
Mendelejevo [Mendeleyevo],Менделеево,Urban Settlement,Solnečnogorsk,"8,030","7,927","6,317",moscow
Michnevo [Mikhnevo],Михнево,Urban Settlement,Stupino,"10,831","11,267","11,425",moscow
Mirnyj [Mirny],Мирный,Rural Settlement,Ljubercy,302,99,"3,094",moscow
Misajlovo [Misaylovo],Мисайлово,Hamlet,Leninskij,344,370,"27,093",moscow
Mišeronskij [Misheronsky],Мишеронский,Urban Settlement,Šatura,"3,821","3,857","4,697",moscow
Molodëžnyj [Molodyozhny],Молодёжный,Urban Settlement,Molodëžnyj,"2,599","2,920","2,966",moscow
Molokovo,Молоково,Village,Leninskij,"1,888","1,938","12,361",moscow
Monino,Монино,Urban Settlement,Ščëlkoso,"20,017","22,821","20,313",moscow
Možajsk [Mozhaysk],Можайск,City,Možajsk,"31,459","31,363","33,880",moscow
Mytišči [Mytishchi; incl. Pirogovsky],Мытищи,City,Mytišči,"166,160","179,834","255,429",moscow
Nachabino [Nakhabino],Нахабино,Urban Settlement,Krasnogorsk,"28,217","36,456","50,916",moscow
Naro-Fominsk,Наро-Фоминск,City,Naro-Fominskij,"70,475","64,665","71,121",moscow
Nekrasovskij [Nekrasovsky],Некрасовский,Urban Settlement,Dmitrov,"9,693","10,292","11,574",moscow
Nemčinovka [Nemchinovka],Немчиновка,Village,Odincovskij,"1,749","2,542","12,648",moscow
Noginsk,Ногинск,City,Bogorodskij,"117,555","100,072","103,891",moscow
Novodrožžino [Novodrozhzhino],Новодрожжино,Urban Settlement,Leninskij,"2,737","2,781","3,200",moscow
Novoivanovskoje [Novoivanovskoye],Новоивановское,Urban Settlement,Odincovskij,712,"6,003","12,338",moscow
Novoje [Novoye],Новое,Hamlet,Orechovo-Zujevo,"2,436","2,458","3,242",moscow
Novopetrovskoje [Novopetrovskoye],Новопетровское,Village,Istra,"5,227","4,883","6,369",moscow
Novosin'kovo [Novosinkovo],Новосиньково,Rural Settlement,Dmitrov,"6,438","8,073","7,844",moscow
Novyj Byt [Novy Byt],Новый Быт,Village,Čechov,"2,930","2,922","3,076",moscow
Novyj Gorodok [Novy Gorodok],Новый Городок,Rural Settlement,Odincovskij,2,"9,154","5,734",moscow
Novyj Gorodok [Novy Gorodok],Новый Городок,Rural Settlement,Ščëlkoso,"1,638","2,718","5,594",moscow
Obolensk,Оболенск,Rural Settlement,Serpuchov,"5,458","4,937","4,167",moscow
Obuchovo [Obukhovo],Обухово,Urban Settlement,Bogorodskij,"10,746","9,630","8,689",moscow
Odincovo [Odintsovo],Одинцово,City,Odincovskij,...,"138,930","180,530",moscow
Oktjabr'skij [Oktyabrsky],Октябрьский,Urban Settlement,Ljubercy,"10,135","13,165","24,704",moscow
Orechovo-Zujevo [Orekhovo-Zuyevo],Орехово-Зуево,City,Orechovo-Zujevo,"122,248","120,670","105,745",moscow
Ostašëvo [Ostashyovo],Осташёво,Village,Volokolamskij,"2,539","2,743","3,264",moscow
Ostrovcy [Ostrovtsy],Островцы,Hamlet,Ramenskij,"3,714","5,515","15,752",moscow
Otradnoje [Otradnoye],Отрадное,Rural Settlement,Krasnogorsk,"1,281","1,233","9,445",moscow
Ozereckoje [Ozeretskoye],Озерецкое,Village,Dmitrov,159,243,"3,067",moscow
Ozëry [Ozyory],Озёры,City,Kolomna,"25,704","25,800","24,359",moscow
Pavlino,Павлино,Hamlet,Balašicha,66,96,"3,619",moscow
Pavlovskaja Sloboda [Pavlovskaya Sloboda],Павловская Слобода,Village,Istra,"5,986","6,327","8,668",moscow
Pavlovskij Posad [Pavlovsky Posad],Павловский Посад,City,Pavlovskij Posad,"61,982","63,711","65,098",moscow
Peresvet,Пересвет,City,Sergijevo-Posadskij,"14,719","14,147","11,752",moscow
Peski,Пески,Rural Settlement,Kolomna,"3,736","3,845","3,277",moscow
Podolino,Подолино,Hamlet,Chimki,106,206,"3,410",moscow
"Podol'sk [Podolsk; incl. Klimovsk, Lvovsky]",Подольск,City,Podol'sk,"248,513","255,002","314,934",moscow
Povarovo,Поварово,Urban Settlement,Solnečnogorsk,"7,602","7,985","8,445",moscow
Pravdinskij [Pravdinsky],Правдинский,Urban Settlement,Puškinskij,"10,458","10,587","10,046",moscow
Proletarskij [Proletarsky],Пролетарский,Rural Settlement,Serpuchov,"4,103","4,156","4,280",moscow
Protvino,Протвино,City,Protvino,"36,175","37,308","37,735",moscow
Purševo [Purshevo],Пуршево,Hamlet,Balašicha,"2,163","2,055","3,075",moscow
Puščino [Pushchino],Пущино,City,Puščino,"19,964","20,332","19,578",moscow
Puškino [Pushkino],Пушкино,City,Puškinskij,...,"102,874","110,868",moscow
Putilkovo,Путилково,Hamlet,Krasnogorsk,"1,650","2,464","27,081",moscow
Radumlja [Radumlya],Радумля,Hamlet,Solnečnogorsk,"2,503","2,250","3,153",moscow
Ramenskoje [Ramenskoye],Раменское,City,Ramenskij,"82,074","96,317","114,537",moscow
Rastunovo,Растуново,Village,Domodedovo,59,"4,046","5,219",moscow
Razvilka,Развилка,Rural Settlement,Leninskij,"8,773","9,778","14,788",moscow
Rečicy [Rechitsy],Речицы,Village,Ramenskij,"3,465","3,478","4,865",moscow
Remmaš [Remmash],Реммаш,Rural Settlement,Sergijevo-Posadskij,"7,623","7,317","5,941",moscow
Rešetnikovo [Reshetnikovo],Решетниково,Urban Settlement,Klin,"3,219","3,118","4,617",moscow
Reutov,Реутов,City,Reutov,"76,805","87,314","113,871",moscow
Rjazanovskij [Ryazanovsky],Рязановский,Urban Settlement,Jegorjevsk,"2,324","2,079","2,781",moscow
Rodniki,Родники,Urban Settlement,Ramenskij,"3,741","5,227","5,132",moscow
Rošal' [Roshal],Рошаль,City,Šatura,"22,407","21,272","21,401",moscow
Roždestveno [Rozhdestveno],Рождествено,Village,Istra,"3,087","3,335","7,747",moscow
Ruza,Руза,City,Ruzskij,"13,516","13,495","16,014",moscow
Ržavki [Rzhavki],Ржавки,Urban Settlement,Solnečnogorsk,"4,118","4,038","4,842",moscow
Saburovo,Сабурово,Hamlet,Krasnogorsk,95,145,"7,794",moscow
Šachovskaja [Shakhovskaya],Шаховская,Urban Settlement,Šachovskaja,"10,439","10,728","12,862",moscow
Sanatorija «Podmoskovje» [Sanatorium »Podmoskovye«],Санатория «Подмосковье»,Rural Settlement,Domodedovo,"2,623","2,446","3,952",moscow
Sapronovo,Сапроново,Hamlet,Leninskij,27,66,"16,817",moscow
Šatura [Shatura],Шатура,City,Šatura,"30,393","32,885","38,230",moscow
Šaturtorf [Shaturtorf],Шатурторф,Rural Settlement,Šatura,"3,340","3,572","4,228",moscow
Ščëlkovo [Shchyolkovo],Щёлково,City,Ščëlkoso,"112,865","110,411","134,211",moscow
Seljatino [Selyatino],Селятино,Urban Settlement,Naro-Fominskij,"13,062","12,629","14,523",moscow
Šemetovo [Shemetovo],Шеметово,Village,Sergijevo-Posadskij,20,"4,362","4,024",moscow
Serebrjanyje Prudy [Serebryanye Prudy],Серебряные Пруды,Urban Settlement,Serebrjanyje Prudy,"8,969","9,705","8,960",moscow
Sergijev Posad [Sergiyev Posad],Сергиев Посад,City,Sergijevo-Posadskij,"113,581","111,179","101,756",moscow
Sergijevskij [Sergiyevsky],Сергиевский,Rural Settlement,Kolomna,"3,570","3,397","3,197",moscow
Serpuchov [Serpukhov],Серпухов,City,Serpuchov,"131,097","127,041","133,793",moscow
Severnyj [Severny],Северный,Urban Settlement,Taldom,"3,828","4,076","3,911",moscow
Sitne-Ščelkanovo [Sitne-Shchelkanovo],Ситне-Щелканово,Village,Stupino,"2,902","2,901","3,154",moscow
Skoropuskovskij [Skoropuskovsky],Скоропусковский,Urban Settlement,Sergijevo-Posadskij,"5,479","6,685","6,569",moscow
Snegiri,Снегири,Urban Settlement,Istra,"3,494","3,177","5,558",moscow
Sof'ino [Sofyino],Софьино,Village,Ramenskij,"2,020","2,260","4,115",moscow
Sofrino,Софрино,Urban Settlement,Puškinskij,"15,481","15,771","15,136",moscow
Solnečnogorsk [Solnechnogorsk],Солнечногорск,City,Solnečnogorsk,"58,374","52,944","48,413",moscow
Sovchoza Imeni Lenina [Sovkhoza Imeni Lenina],Совхоза имени Ленина,Rural Settlement,Leninskij,"3,437","3,964","7,234",moscow
Sovchoza «Ramenskoje» [Sovkhoza »Ramenskoye«],Совхоза «Раменское»,Rural Settlement,Ramenskij,"3,862","3,997","4,003",moscow
Staraja Kupavna [Staraya Kupavna],Старая Купавна,City,Bogorodskij,"21,433","21,811","22,898",moscow
Staryj Gorodok [Stary Gorodok],Старый Городок,Rural Settlement,Odincovskij,"6,425","6,116","8,313",moscow
Stolbovaja [Stolbovaya],Столбовая,Urban Settlement,Čechov,"5,185","5,082","5,403",moscow
Stromyn',Стромынь,Village,Bogorodskij,342,"6,593","5,430",moscow
Stupino,Ступино,City,Stupino,"63,124","66,816","64,412",moscow
Šuvoje [Shuvoye],Шувое,Rural Settlement,Jegorjevsk,"2,942","2,591","3,016",moscow
Sverdlovskij [Sverdlovsky],Свердловский,Urban Settlement,Losino-Petrovskij,"5,683","6,763","23,058",moscow
Syčëvo [Sychyovo],Сычёво,Urban Settlement,Volokolamskij,"3,195","3,105","3,131",moscow
Taldom,Талдом,City,Taldom,"13,334","13,819","17,317",moscow
Tarasovka,Тарасовка,Village,Puškinskij,"2,492","2,807","3,053",moscow
Tomilino,Томилино,Urban Settlement,Ljubercy,"28,545","30,605","30,306",moscow
Troickoje [Troitskoye],Троицкое,Village,Čechov,"4,586","4,873","5,349",moscow
Tučkovo [Tuchkovo],Тучково,Urban Settlement,Ruzskij,"16,966","17,381","22,657",moscow
Udel'naja [Udelnaya],Удельная,Urban Settlement,Ramenskij,"13,309","15,021","17,846",moscow
Uvarovka,Уваровка,Urban Settlement,Možajsk,"3,162","3,354","3,841",moscow
Vaulovo,Ваулово,Hamlet,Čechov,6,"4,190","3,462",moscow
Verbilki,Вербилки,Urban Settlement,Taldom,"6,764","7,022","10,089",moscow
Vereja [Vereya],Верея,City,Naro-Fominskij,"4,957","5,368","4,906",moscow
Verzilovo,Верзилово,Village,Stupino,23,43,"5,982",moscow
Vidnoje [Vidnoye],Видное,City,Leninskij,"52,198","56,752","101,490",moscow
Vlasicha [Vlasikha],Власиха,Urban Settlement,Vlasicha,...,"26,359","28,240",moscow
Vniissok,ВНИИССОК,Rural Settlement,Odincovskij,"1,543","7,867","17,597",moscow
Volodarskogo,Володарского,Rural Settlement,Leninskij,"3,466","4,533","9,306",moscow
Volokolamsk,Волоколамск,City,Volokolamskij,"16,656","23,433","26,389",moscow
Voschod [Voskhod],Восход,Urban Settlement,Voschod,"1,785","2,007","2,065",moscow
Voskresensk,Воскресенск,City,Voskresenskij,...,"91,464","95,495",moscow
Vsevolodovo,Всеволодово,Hamlet,Èlektrostal',74,"2,959","3,456",moscow
Vysokovsk,Высоковск,City,Klin,"10,950","10,635","13,081",moscow
Zagorjanskij [Zagoryansky],Загорянский,Urban Settlement,Ščëlkoso,"7,576","7,997","10,358",moscow
